"|","|__startDate","|__endDate","|__rate","stockName"
"2","12/11/2015","5/6/2016","0.5258620689655172",""
"3","12/14/2015","5/5/2016","0.5210526315789474",""
"last1","5/6/2016","8/15/2016","-0.2937853107344633",""
"last2","5/5/2016","8/15/2016","-0.279123414071511",""
"last3","5/6/2016","8/12/2016","-0.2757062146892656",""
"1","11/9/2015","12/21/2015","0.2594670406732118","8406 金可-KY"
"2","11/6/2015","12/21/2015","0.24376731301939059",""
"3","11/9/2015","11/26/2015","0.23422159887798036",""
"last1","12/21/2015","10/14/2016","-0.36971046770601335",""
"last2","12/21/2015","10/17/2016","-0.366369710467706",""
"last3","12/21/2015","11/3/2016","-0.366369710467706",""
"1","2/15/2016","3/4/2016","0.14946619217081836","8409 商之器"
"2","6/14/2016","7/6/2016","0.14563106796116504",""
"3","2/16/2016","3/4/2016","0.14539007092198575",""
"last1","11/6/2015","11/2/2016","-0.37393767705382425",""
"last2","11/6/2015","11/1/2016","-0.3682719546742209",""
"last3","11/6/2015","10/26/2016","-0.3640226628895184",""
"1","1/14/2016","9/19/2016","1.0750000000000002","8410 森田"
"2","1/14/2016","9/20/2016","1.0499999999999998",""
"3","1/14/2016","9/21/2016","1.046875",""
"last1","11/6/2015","1/14/2016","-0.2808988764044944",""
"last2","11/20/2015","1/14/2016","-0.27927927927927926",""
"last3","11/19/2015","1/14/2016","-0.2710706150341685",""
"1","12/2/2015","3/7/2016","0.20967741935483866","8411 福貞-KY"
"2","1/20/2016","3/7/2016","0.20724346076458747",""
"3","1/21/2016","3/7/2016","0.2",""
"last1","3/7/2016","7/20/2016","-0.175",""
"last2","3/7/2016","7/21/2016","-0.175",""
"last3","3/7/2016","8/4/2016","-0.1733333333333333",""
"1","5/17/2016","7/1/2016","0.38255033557046986","8415 大國鋼"
"2","5/16/2016","7/1/2016","0.38255033557046986",""
"3","5/20/2016","7/1/2016","0.3816230717639169",""
"last1","7/1/2016","10/7/2016","-0.19902912621359228",""
"last2","7/1/2016","10/3/2016","-0.1941747572815534",""
"last3","7/1/2016","10/11/2016","-0.19174757281553412",""
"1","1/8/2016","4/11/2016","0.3193657984144961","8416 實威"
"2","1/8/2016","3/14/2016","0.3193657984144961",""
"3","1/8/2016","4/15/2016","0.3137032842582107",""
"last1","3/14/2016","11/3/2016","-0.2540772532188841",""
"last2","4/11/2016","11/3/2016","-0.2540772532188841",""
"last3","3/14/2016","11/4/2016","-0.2532188841201717",""
"1","12/2/2015","12/17/2015","0.15555555555555553","8418 捷必勝-KY"
"2","12/2/2015","12/18/2015","0.1518518518518519",""
"3","12/2/2015","12/22/2015","0.1444444444444444",""
"last1","11/6/2015","11/4/2016","-0.3459302325581395",""
"last2","11/6/2015","9/6/2016","-0.34011627906976744",""
"last3","11/9/2015","11/4/2016","-0.3382352941176471",""
"1","1/27/2016","3/21/2016","0.32824427480916046","8420 明揚"
"2","1/28/2016","3/21/2016","0.32487309644670065",""
"3","1/19/2016","3/21/2016","0.32487309644670065",""
"last1","3/21/2016","7/12/2016","-0.2777777777777778",""
"last2","3/22/2016","7/12/2016","-0.27499999999999997",""
"last3","3/21/2016","7/11/2016","-0.2739463601532568",""
"1","12/31/2015","6/14/2016","1.1982758620689655","8421 旭源"
"2","12/30/2015","6/14/2016","1.1982758620689655",""
"3","12/29/2015","6/14/2016","1.1982758620689655",""
"last1","6/14/2016","11/3/2016","-0.2647058823529412",""
"last2","6/14/2016","11/4/2016","-0.26078431372549016",""
"last3","6/15/2016","11/3/2016","-0.252988047808765",""
"1","1/21/2016","4/21/2016","0.16981132075471697","8422 可寧衛"
"2","1/22/2016","4/21/2016","0.16614420062695925",""
"3","1/27/2016","4/21/2016","0.1625",""
"last1","12/1/2015","1/21/2016","-0.1497326203208556",""
"last2","12/1/2015","1/22/2016","-0.14705882352941177",""
"last3","11/30/2015","1/21/2016","-0.14516129032258066",""
"1","1/29/2016","3/21/2016","0.1593137254901961","8423 保綠-KY"
"2","3/14/2016","3/21/2016","0.14805825242718432",""
"3","3/1/2016","3/21/2016","0.14805825242718432",""
"last1","11/26/2015","10/12/2016","-0.35841584158415846",""
"last2","11/27/2015","10/12/2016","-0.35841584158415846",""
"last3","11/26/2015","10/31/2016","-0.35841584158415846",""
"1","1/22/2016","3/22/2016","0.09015256588072122","8424 惠普"
"2","1/22/2016","3/18/2016","0.08460471567267697",""
"3","1/22/2016","3/23/2016","0.08183079056865473",""
"last1","12/8/2015","11/3/2016","-0.19023779724655823",""
"last2","11/6/2015","11/3/2016","-0.1892230576441102",""
"last3","12/8/2015","11/4/2016","-0.18648310387984987",""
"1","12/17/2015","9/7/2016","1.387878787878788","8426 紅木-KY"
"2","12/15/2015","9/7/2016","1.387878787878788",""
"3","12/24/2015","9/7/2016","1.383064516129032",""
"last1","4/13/2016","7/15/2016","-0.22313296903460839",""
"last2","4/8/2016","7/15/2016","-0.22171532846715328",""
"last3","4/11/2016","7/15/2016","-0.22171532846715328",""
"1","1/21/2016","9/9/2016","0.5886524822695036","8427 基勝-KY"
"2","1/21/2016","9/8/2016","0.5866261398176291",""
"3","1/20/2016","9/9/2016","0.5806451612903226",""
"last1","11/26/2015","1/21/2016","-0.14766839378238336",""
"last2","11/26/2015","1/20/2016","-0.14335060449050083",""
"last3","12/1/2015","1/21/2016","-0.13874345549738212",""
"1","1/15/2016","8/3/2016","0.3251028806584363","8429 金麗-KY"
"2","1/15/2016","8/4/2016","0.3189300411522632",""
"3","1/15/2016","8/5/2016","0.30452674897119336",""
"last1","11/23/2015","11/4/2016","-0.4647482014388489",""
"last2","11/20/2015","11/4/2016","-0.46086956521739125",""
"last3","11/6/2015","11/4/2016","-0.4593023255813953",""
"1","11/11/2015","3/14/2016","1.1011673151750974","8431 匯鑽科"
"2","11/11/2015","3/16/2016","1.0330739299610896",""
"3","11/10/2015","3/14/2016","1.0111731843575418",""
"last1","3/14/2016","5/12/2016","-0.5481481481481482",""
"last2","3/14/2016","5/13/2016","-0.537962962962963",""
"last3","3/16/2016","5/12/2016","-0.5330143540669857",""
"1","11/13/2015","4/1/2016","1.0705244122965643","8432 東生華"
"2","11/9/2015","4/1/2016","1.0705244122965643",""
"3","11/10/2015","4/1/2016","1.0556552962298025",""
"last1","4/1/2016","11/3/2016","-0.3720524017467248",""
"last2","4/1/2016","11/4/2016","-0.36855895196506555",""
"last3","4/1/2016","11/2/2016","-0.3624454148471616",""
"1","12/14/2015","1/27/2016","0.6277056277056277","8433 弘帆"
"2","12/14/2015","2/26/2016","0.5887445887445888",""
"3","12/14/2015","2/25/2016","0.5714285714285714",""
"last1","1/27/2016","5/6/2016","-0.34574468085106386",""
"last2","1/27/2016","5/9/2016","-0.32978723404255317",""
"last3","2/26/2016","5/6/2016","-0.329700272479564",""
"1","1/14/2016","3/16/2016","0.07608695652173914","8435 鉅邁"
"2","1/14/2016","3/14/2016","0.07500000000000007",""
"3","1/7/2016","3/16/2016","0.07491856677524436",""
"last1","3/16/2016","10/19/2016","-0.18080808080808086",""
"last2","3/14/2016","10/19/2016","-0.17997977755308403",""
"last3","3/16/2016","10/21/2016","-0.17979797979797976",""
"1","11/11/2015","10/7/2016","0.9868276619099892","8436 大江"
"2","11/11/2015","10/6/2016","0.9758507135016466",""
"3","11/13/2015","10/7/2016","0.9738276990185386",""
"last1","5/31/2016","7/29/2016","-0.1518987341772152",""
"last2","5/31/2016","7/28/2016","-0.14873417721518986",""
"last3","12/18/2015","1/12/2016","-0.14785992217898833",""
"1","1/7/2016","10/6/2016","0.55859375","8437 大地-KY"
"2","1/7/2016","10/5/2016","0.546875",""
"3","1/7/2016","10/4/2016","0.546875",""
"last1","11/13/2015","1/7/2016","-0.14950166112956811",""
"last2","11/12/2015","1/7/2016","-0.14093959731543623",""
"last3","11/13/2015","12/14/2015","-0.13953488372093023",""
"1","8/29/2016","11/4/2016","0.3308931185944364","8438 昶昕"
"2","8/26/2016","11/4/2016","0.3308931185944364",""
"3","8/29/2016","11/3/2016","0.3308931185944364",""
"last1","11/25/2015","8/26/2016","-0.1846398726621568",""
"last2","11/26/2015","8/26/2016","-0.1846398726621568",""
"last3","11/27/2015","8/26/2016","-0.1846398726621568",""
"1","2/15/2016","6/15/2016","0.385008517887564","8440 綠電"
"2","2/3/2016","6/15/2016","0.385008517887564",""
"3","2/2/2016","6/15/2016","0.385008517887564",""
"last1","6/15/2016","8/22/2016","-0.22755227552275528",""
"last2","6/15/2016","8/23/2016","-0.22755227552275528",""
"last3","6/15/2016","8/24/2016","-0.22755227552275528",""
"1","11/3/2016","11/4/2016","0","8442 威宏-KY"
"2","11/2/2016","11/4/2016","0",""
"3","11/1/2016","11/4/2016","0",""
"last1","11/6/2015","11/9/2015","0",""
"last2","11/6/2015","11/10/2015","0",""
"last3","11/9/2015","11/10/2015","0",""
"1","1/18/2016","3/16/2016","0.16290726817042608","8443 阿瘦"
"2","1/20/2016","3/16/2016","0.15136476426799012",""
"3","1/15/2016","3/16/2016","0.15136476426799012",""
"last1","11/6/2015","11/4/2016","-0.2323651452282158",""
"last2","11/9/2015","11/4/2016","-0.22431865828092248",""
"last3","11/20/2015","11/4/2016","-0.22268907563025211",""
"1","11/11/2015","9/8/2016","2.283333333333333","8444 綠河-KY"
"2","11/11/2015","9/9/2016","2.2333333333333334",""
"3","11/12/2015","9/8/2016","2.2295081967213113",""
"last1","9/8/2016","10/11/2016","-0.1751269035532995",""
"last2","9/9/2016","10/11/2016","-0.16237113402061856",""
"last3","9/10/2016","10/11/2016","-0.16020671834625322",""
"1","1/15/2016","4/21/2016","0.7360285374554103","8446 華研"
"2","1/15/2016","4/20/2016","0.7241379310344829",""
"3","1/14/2016","4/21/2016","0.7036172695449241",""
"last1","12/15/2015","1/15/2016","-0.3377952755905512",""
"last2","12/17/2015","1/15/2016","-0.3325396825396826",""
"last3","12/15/2015","1/14/2016","-0.3251968503937008",""
"1","1/14/2016","7/14/2016","0.7219917012448134","8450 霹靂"
"2","1/14/2016","7/15/2016","0.715076071922545",""
"3","1/14/2016","7/5/2016","0.715076071922545",""
"last1","7/14/2016","11/3/2016","-0.32449799196787155",""
"last2","7/5/2016","11/3/2016","-0.32177419354838716",""
"last3","7/15/2016","11/3/2016","-0.32177419354838716",""
"1","11/11/2015","12/14/2015","0.2755102040816326","8454 富邦媒"
"2","11/11/2015","12/11/2015","0.2627551020408163",""
"3","11/13/2015","12/14/2015","0.24688279301745636",""
"last1","12/14/2015","4/12/2016","-0.21",""
"last2","12/14/2015","11/3/2016","-0.21",""
"last3","12/14/2015","1/14/2016","-0.208",""
"1","1/7/2016","11/4/2016","null","8455 大拓-KY"
"2","1/6/2016","11/4/2016","null",""
"3","1/5/2016","11/4/2016","null",""
"last1","4/21/2016","11/4/2016","-0.501466275659824",""
"last2","4/21/2016","11/3/2016","-0.5007331378299121",""
"last3","4/21/2016","11/2/2016","-0.49926686217008803",""
"1","11/27/2015","4/8/2016","0.9687026754164565","8458 影一"
"2","11/25/2015","4/8/2016","0.9597989949748745",""
"3","11/26/2015","4/8/2016","0.95",""
"last1","4/8/2016","8/10/2016","-0.3282051282051282",""
"last2","4/8/2016","8/11/2016","-0.3282051282051282",""
"last3","6/1/2016","8/10/2016","-0.3212435233160622",""
"1","5/16/2016","9/10/2016","0.5131578947368421","8462 柏文"
"2","5/5/2016","9/10/2016","0.5131578947368421",""
"3","5/16/2016","9/9/2016","0.5131578947368421",""
"last1","9/9/2016","11/2/2016","-0.2956521739130435",""
"last2","9/10/2016","11/2/2016","-0.2956521739130435",""
"last3","9/26/2016","11/2/2016","-0.28634361233480177",""
"1","11/30/2015","12/3/2015","0.25316455696202533","8463 潤泰材"
"2","11/27/2015","12/3/2015","0.23236514522821566",""
"3","11/25/2015","12/3/2015","0.22981366459627334",""
"last1","12/3/2015","10/27/2016","-0.4444444444444444",""
"last2","12/3/2015","10/28/2016","-0.44276094276094274",""
"last3","12/3/2015","11/4/2016","-0.44276094276094274",""
"1","11/10/2015","10/6/2016","1.2969187675070029","8464 億豐"
"2","11/12/2015","10/6/2016","1.2841225626740946",""
"3","11/10/2015","10/3/2016","1.2829131652661065",""
"last1","10/6/2016","11/2/2016","-0.1902439024390244",""
"last2","10/6/2016","11/3/2016","-0.18658536585365854",""
"last3","10/3/2016","11/2/2016","-0.18527607361963191",""
"1","6/2/2016","7/7/2016","0.4666666666666667","8465 德河"
"2","6/2/2016","7/6/2016","0.4666666666666667",""
"3","6/2/2016","7/5/2016","0.4666666666666667",""
"last1","12/14/2015","6/2/2016","-0.4293478260869565",""
"last2","12/15/2015","6/2/2016","-0.42339373970345967",""
"last3","12/25/2015","6/2/2016","-0.4166666666666667",""
"1","10/31/2016","11/4/2016","null","8466 美吉吉-KY"
"2","10/28/2016","11/4/2016","null",""
"3","10/27/2016","11/4/2016","null",""
"last1","11/1/2016","11/4/2016","-0.09505703422053231",""
"last2","11/1/2016","11/2/2016","-0.08745247148288973",""
"last3","11/1/2016","11/3/2016","-0.07984790874524715",""
"1","12/14/2015","11/4/2016","null","8467 波力-KY"
"2","12/11/2015","11/4/2016","null",""
"3","12/10/2015","11/4/2016","null",""
"last1","12/15/2015","8/31/2016","-0.518918918918919",""
"last2","12/15/2015","9/1/2016","-0.518918918918919",""
"last3","12/15/2015","9/2/2016","-0.5135135135135135",""
"1","11/9/2015","12/21/2015","0.46506921395612394","8472 夠麻吉"
"2","11/10/2015","12/21/2015","0.45951612903225797",""
"3","11/9/2015","12/22/2015","0.42880271998704766",""
"last1","12/21/2015","11/3/2016","-0.7856116697977678",""
"last2","12/21/2015","11/2/2016","-0.7834014808266105",""
"last3","12/22/2015","11/3/2016","-0.780169971671388",""
"1","1/28/2016","9/7/2016","0.20807108478341357","8473 山林水"
"2","1/30/2016","9/7/2016","0.19743119266055056",""
"3","1/29/2016","9/7/2016","0.19743119266055056",""
"last1","12/10/2015","11/3/2016","-0.20594029398393693",""
"last2","12/10/2015","11/4/2016","-0.20594029398393693",""
"last3","12/10/2015","11/2/2016","-0.20290953174723433",""
"1","11/11/2015","4/15/2016","0.7873015873015872","8476 台境"
"2","11/10/2015","4/15/2016","0.7873015873015872",""
"3","11/11/2015","3/14/2016","0.786031746031746",""
"last1","4/15/2016","6/17/2016","-0.23090586145648315",""
"last2","3/14/2016","6/17/2016","-0.23035904728048348",""
"last3","4/15/2016","6/20/2016","-0.2273534635879218",""
"1","9/19/2016","10/31/2016","0.3661916590403975","8477 創業家"
"2","9/14/2016","10/31/2016","0.3661916590403975",""
"3","9/21/2016","10/31/2016","0.3658345314337994",""
"last1","7/4/2016","9/14/2016","-0.3163210582767251",""
"last2","7/4/2016","9/19/2016","-0.3163210582767251",""
"last3","7/4/2016","9/21/2016","-0.31614229531641036",""
"1","8/15/2016","8/31/2016","0.18518518518518517","8478 東哥"
"2","8/15/2016","8/29/2016","0.18370370370370379",""
"3","8/15/2016","8/30/2016","0.17037037037037037",""
"last1","5/5/2016","8/15/2016","-0.36470588235294116",""
"last2","5/6/2016","8/15/2016","-0.36470588235294116",""
"last3","5/9/2016","8/15/2016","-0.36470588235294116",""
"1","5/13/2016","11/4/2016","null","8479 台灣藝術"
"2","5/12/2016","11/4/2016","null",""
"3","5/11/2016","11/4/2016","null",""
"last1","5/16/2016","7/4/2016","-0.2799539170506912",""
"last2","5/16/2016","7/1/2016","-0.2661290322580645",""
"last3","5/16/2016","7/5/2016","-0.26267281105990775",""
"1","7/4/2016","11/4/2016","null","8480 泰昇-KY"
"2","7/1/2016","11/4/2016","null",""
"3","6/30/2016","11/4/2016","null",""
"last1","8/9/2016","11/3/2016","-0.13380281690140844",""
"last2","8/9/2016","11/4/2016","-0.13380281690140844",""
"last3","8/9/2016","10/19/2016","-0.13028169014084506",""
"1","3/3/2016","11/4/2016","null","8481 政伸"
"2","3/2/2016","11/4/2016","null",""
"3","3/1/2016","11/4/2016","null",""
"last1","3/4/2016","9/7/2016","-0.3305225501469273",""
"last2","3/4/2016","9/8/2016","-0.32975597291427106",""
"last3","3/4/2016","9/10/2016","-0.3256675610067714",""
"1","11/10/2015","4/28/2016","0.9244669316949764","8485 信吉媒"
"2","11/10/2015","4/27/2016","0.9039573545355979",""
"3","11/10/2015","4/29/2016","0.8567040115648716",""
"last1","4/28/2016","7/27/2016","-0.19718309859154928",""
"last2","4/28/2016","11/4/2016","-0.19272300469483575",""
"last3","4/27/2016","7/27/2016","-0.18853509229820145",""
"1","12/9/2015","11/4/2016","null","8487 愛爾達"
"2","12/8/2015","11/4/2016","null",""
"3","12/7/2015","11/4/2016","null",""
"last1","12/10/2015","9/6/2016","-0.5294117647058824",""
"last2","12/10/2015","9/7/2016","-0.5294117647058824",""
"last3","12/10/2015","9/5/2016","-0.5258823529411765",""
"1","1/11/2016","11/4/2016","null","8489 三貝德"
"2","1/8/2016","11/4/2016","null",""
"3","1/7/2016","11/4/2016","null",""
"last1","7/14/2016","10/21/2016","-0.406221452954469",""
"last2","7/14/2016","10/24/2016","-0.406221452954469",""
"last3","7/14/2016","10/18/2016","-0.40386557046011834",""
"1","1/13/2016","11/4/2016","null","8490 利得"
"2","1/12/2016","11/4/2016","null",""
"3","1/11/2016","11/4/2016","null",""
"last1","1/15/2016","10/27/2016","-0.41355555555555557",""
"last2","1/15/2016","10/26/2016","-0.4133333333333334",""
"last3","1/15/2016","10/21/2016","-0.4111111111111111",""
"1","1/18/2016","11/4/2016","null","8491 真好玩"
"2","1/15/2016","11/4/2016","null",""
"3","1/14/2016","11/4/2016","null",""
"last1","2/23/2016","10/18/2016","-0.6682188591385332",""
"last2","3/9/2016","10/18/2016","-0.6566265060240963",""
"last3","2/23/2016","10/5/2016","-0.6559953434225845",""
"1","5/18/2016","11/4/2016","null","8492 兔將"
"2","5/17/2016","11/4/2016","null",""
"3","5/16/2016","11/4/2016","null",""
"last1","5/27/2016","11/4/2016","-0.3667789977171431",""
"last2","5/26/2016","11/4/2016","-0.36615886833514694",""
"last3","5/27/2016","10/14/2016","-0.3586259376019132",""
"1","8/5/2016","11/4/2016","null","8495 經緯航"
"2","8/4/2016","11/4/2016","null",""
"3","8/3/2016","11/4/2016","null",""
"last1","8/8/2016","11/4/2016","-0.5069230002988345",""
"last2","8/8/2016","11/3/2016","-0.4992529136368164",""
"last3","8/8/2016","11/2/2016","-0.49297738818607434",""
"1","2/25/2016","11/4/2016","null","8496 台霖"
"2","2/24/2016","11/4/2016","null",""
"3","2/23/2016","11/4/2016","null",""
"last1","2/26/2016","5/17/2016","-0.2666462104940167",""
"last2","2/26/2016","5/18/2016","-0.2666462104940167",""
"last3","2/26/2016","5/19/2016","-0.2666462104940167",""
"1","6/24/2016","10/11/2016","0.22357723577235772","8905 裕國"
"2","6/27/2016","10/11/2016","0.21370967741935487",""
"3","7/14/2016","10/11/2016","0.20400000000000007",""
"last1","11/6/2015","6/24/2016","-0.17999999999999997",""
"last2","11/9/2015","6/24/2016","-0.17449664429530198",""
"last3","11/17/2015","6/24/2016","-0.17449664429530198",""
"1","7/6/2016","7/12/2016","0.11010830324909752","8906 花王"
"2","7/6/2016","9/14/2016","0.10108303249097465",""
"3","7/6/2016","9/19/2016","0.09205776173285195",""
"last1","11/10/2015","7/6/2016","-0.3177339901477832",""
"last2","11/11/2015","7/6/2016","-0.3177339901477832",""
"last3","11/12/2015","7/6/2016","-0.315203955500618",""
"1","1/30/2016","5/19/2016","0.12721417069243154","8908 欣雄"
"2","1/27/2016","5/19/2016","0.12721417069243154",""
"3","1/22/2016","5/19/2016","0.12721417069243154",""
"last1","11/23/2015","10/14/2016","-0.24165554072096138",""
"last2","11/23/2015","10/17/2016","-0.24165554072096138",""
"last3","11/23/2015","10/18/2016","-0.24165554072096138",""
"1","1/29/2016","10/21/2016","0.39041095890410965","8913 全銓"
"2","1/29/2016","10/20/2016","0.3835616438356164",""
"3","1/20/2016","10/21/2016","0.3716216216216216",""
"last1","4/12/2016","7/1/2016","-0.09736842105263166",""
"last2","4/15/2016","7/1/2016","-0.09498680738786283",""
"last3","4/18/2016","7/1/2016","-0.0925925925925926",""
"1","11/9/2015","11/30/2015","0.46561443066516345","8916 光隆"
"2","11/10/2015","11/30/2015","0.463963963963964",""
"3","11/9/2015","12/8/2015","0.4543404735062006",""
"last1","11/30/2015","6/13/2016","-0.3684615384615385",""
"last2","12/8/2015","6/13/2016","-0.3635658914728683",""
"last3","11/30/2015","6/14/2016","-0.35923076923076924",""
"1","1/22/2016","3/23/2016","0.11111111111111117","8917 欣泰"
"2","1/21/2016","3/23/2016","0.11111111111111117",""
"3","1/20/2016","3/23/2016","0.08333333333333333",""
"last1","3/23/2016","7/28/2016","-0.08653846153846154",""
"last2","3/23/2016","6/2/2016","-0.08076923076923083",""
"last3","3/23/2016","6/3/2016","-0.08076923076923083",""
"1","12/30/2015","2/25/2016","0.36986301369863017","8921 沈氏"
"2","1/29/2016","2/25/2016","0.3651877133105802",""
"3","2/2/2016","2/25/2016","0.3559322033898305",""
"last1","12/4/2015","12/30/2015","-0.2192513368983957",""
"last2","12/7/2015","12/30/2015","-0.2192513368983957",""
"last3","12/4/2015","1/29/2016","-0.21657754010695182",""
"1","1/7/2016","6/7/2016","0.20063694267515939","8923 時報"
"2","1/7/2016","6/6/2016","0.20063694267515939",""
"3","1/7/2016","6/14/2016","0.19426751592356695",""
"last1","6/6/2016","8/5/2016","-0.11671087533156513",""
"last2","6/7/2016","8/5/2016","-0.11671087533156513",""
"last3","6/6/2016","8/31/2016","-0.11671087533156513",""
"1","5/16/2016","9/7/2016","0.28395061728395055","8924 大田"
"2","5/18/2016","9/7/2016","0.27868852459016397",""
"3","5/20/2016","9/7/2016","0.2631578947368421",""
"last1","12/3/2015","5/16/2016","-0.4014778325123153",""
"last2","12/3/2015","5/18/2016","-0.3990147783251232",""
"last3","12/2/2015","5/16/2016","-0.3970223325062034",""
"1","12/18/2015","6/1/2016","0.16628175519630492","8926 台汽電"
"2","12/18/2015","3/2/2016","0.163972286374134",""
"3","12/18/2015","7/19/2016","0.1593533487297923",""
"last1","6/1/2016","9/13/2016","-0.095049504950495",""
"last2","6/1/2016","10/14/2016","-0.095049504950495",""
"last3","6/1/2016","10/17/2016","-0.095049504950495",""
"1","11/30/2015","2/19/2016","0.10934182590233539","8927 北基"
"2","2/17/2016","2/19/2016","0.1046511627906975",""
"3","11/27/2015","2/19/2016","0.1046511627906975",""
"last1","2/19/2016","5/19/2016","-0.1071770334928229",""
"last2","2/25/2016","5/19/2016","-0.10288461538461541",""
"last3","2/19/2016","5/4/2016","-0.0995215311004784",""
"1","5/11/2016","7/20/2016","0.24369747899159663","8928 鉅明"
"2","5/10/2016","7/20/2016","0.24369747899159663",""
"3","5/11/2016","7/19/2016","0.24033613445378146",""
"last1","11/6/2015","11/3/2016","-0.4174311926605505",""
"last2","11/6/2015","11/2/2016","-0.4151376146788991",""
"last3","11/6/2015","11/4/2016","-0.4116972477064221",""
"1","1/7/2016","6/4/2016","0.26117647058823534","8929 富堡"
"2","1/7/2016","6/3/2016","0.251764705882353",""
"3","1/7/2016","5/30/2016","0.2494117647058824",""
"last1","6/4/2016","9/9/2016","-0.16604477611940296",""
"last2","6/4/2016","9/13/2016","-0.16604477611940296",""
"last3","6/3/2016","9/9/2016","-0.15977443609022557",""
"1","1/19/2016","9/8/2016","0.2884834663625999","8930 青鋼"
"2","1/15/2016","9/8/2016","0.2884834663625999",""
"3","1/19/2016","9/5/2016","0.2884834663625999",""
"last1","3/8/2016","5/3/2016","-0.087991718426501",""
"last2","3/14/2016","5/3/2016","-0.08515057113187957",""
"last3","3/8/2016","6/14/2016","-0.08074534161490676",""
"1","11/13/2015","6/2/2016","0.2802056555269923","8931 大汽電"
"2","11/11/2015","6/2/2016","0.2769230769230768",""
"3","11/13/2015","6/3/2016","0.2750642673521852",""
"last1","6/2/2016","11/3/2016","-0.2449799196787148",""
"last2","6/3/2016","11/3/2016","-0.24193548387096772",""
"last3","6/2/2016","10/13/2016","-0.23895582329317266",""
"1","11/13/2015","1/6/2016","0.40229885057471265","8932 宏大"
"2","11/16/2015","1/6/2016","0.4006888633754303",""
"3","11/17/2015","1/6/2016","0.3863636363636362",""
"last1","1/6/2016","6/24/2016","-0.28524590163934416",""
"last2","1/6/2016","1/14/2016","-0.28032786885245903",""
"last3","1/6/2016","6/27/2016","-0.28032786885245903",""
"1","1/7/2016","3/23/2016","0.14074074074074078","8933 愛地雅"
"2","1/7/2016","3/10/2016","0.14074074074074078",""
"3","1/7/2016","3/11/2016","0.1333333333333334",""
"last1","11/10/2015","10/18/2016","-0.4339622641509434",""
"last2","11/10/2015","10/19/2016","-0.4339622641509434",""
"last3","11/10/2015","10/24/2016","-0.43126684636118595",""
"1","5/18/2016","6/14/2016","0.3000000000000001","8934 衡平"
"2","5/17/2016","6/14/2016","0.3000000000000001",""
"3","5/16/2016","6/14/2016","0.3000000000000001",""
"last1","6/14/2016","10/6/2016","-0.5039447731755424",""
"last2","6/14/2016","10/3/2016","-0.49704142011834324",""
"last3","6/14/2016","10/4/2016","-0.49704142011834324",""
"1","1/20/2016","7/5/2016","0.6260162601626017","8935 邦泰"
"2","1/20/2016","7/4/2016","0.6260162601626017",""
"3","1/20/2016","7/7/2016","0.5995934959349594",""
"last1","11/26/2015","1/20/2016","-0.29613733905579404",""
"last2","11/30/2015","1/20/2016","-0.27647058823529413",""
"last3","11/26/2015","1/18/2016","-0.2660944206008584",""
"1","5/16/2016","8/5/2016","0.25252525252525254","8936 國統"
"2","5/16/2016","8/8/2016","0.24999999999999994",""
"3","5/13/2016","8/5/2016","0.24000000000000005",""
"last1","11/26/2015","11/3/2016","-0.6224366706875755",""
"last2","11/25/2015","11/3/2016","-0.6140567200986436",""
"last3","12/4/2015","11/3/2016","-0.6135802469135803",""
"1","10/27/2016","11/1/2016","0.1727748691099475","8937 合騏"
"2","1/20/2016","3/11/2016","0.16299559471365635",""
"3","10/28/2016","11/1/2016","0.16062176165803096",""
"last1","3/11/2016","10/27/2016","-0.27651515151515144",""
"last2","3/11/2016","10/28/2016","-0.26893939393939387",""
"last3","3/10/2016","10/27/2016","-0.2681992337164751",""
"1","2/3/2016","4/19/2016","0.28021978021978033","8938 明安"
"2","1/28/2016","4/19/2016","0.28021978021978033",""
"3","1/27/2016","4/19/2016","0.28021978021978033",""
"last1","4/19/2016","6/24/2016","-0.1437768240343348",""
"last2","4/19/2016","5/17/2016","-0.14163090128755368",""
"last3","4/19/2016","5/19/2016","-0.14163090128755368",""
"1","4/11/2016","6/6/2016","0.36785714285714277","8940 新天地"
"2","4/22/2016","6/6/2016","0.3485915492957746",""
"3","4/18/2016","6/6/2016","0.3485915492957746",""
"last1","6/6/2016","8/25/2016","-0.25587467362924277",""
"last2","6/6/2016","8/11/2016","-0.2532637075718015",""
"last3","6/6/2016","8/15/2016","-0.2532637075718015",""
"1","5/9/2016","5/25/2016","0.1608108108108109","8941 關中"
"2","5/9/2016","7/20/2016","0.15270270270270267",""
"3","5/23/2016","5/25/2016","0.14993306559571623",""
"last1","11/13/2015","10/18/2016","-0.29672650475184803",""
"last2","11/9/2015","10/18/2016","-0.2959830866807611",""
"last3","11/16/2015","10/18/2016","-0.28770053475935836",""
"1","1/15/2016","3/11/2016","0.16401468788249682","8942 森鉅"
"2","7/28/2016","10/6/2016","0.1615487316421895",""
"3","7/28/2016","10/5/2016","0.16021361815754337",""
"last1","11/6/2015","7/28/2016","-0.23258196721311464",""
"last2","11/6/2015","8/12/2016","-0.22848360655737704",""
"last3","11/6/2015","8/11/2016","-0.22643442622950816",""
"1","12/14/2015","5/26/2016","0.8731836195508588","8996 高力"
"2","12/14/2015","5/31/2016","0.8599735799207399",""
"3","12/14/2015","5/30/2016","0.8599735799207399",""
"last1","5/26/2016","11/3/2016","-0.23836389280677017",""
