"|","|__startDate","|__endDate","|__rate","stockName"
"2","2/24/2016","3/25/2016","0.2265624999999999",""
"3","1/27/2016","3/25/2016","0.2265624999999999",""
"last1","11/17/2015","1/26/2016","-0.20156249999999998",""
"last2","11/11/2015","1/26/2016","-0.20031298904538336",""
"last3","11/17/2015","1/27/2016","-0.19999999999999996",""
"1","1/15/2016","10/13/2016","0.4959016393442624","2596 綠意"
"2","1/25/2016","10/13/2016","0.4897959183673469",""
"3","1/22/2016","10/13/2016","0.4897959183673469",""
"last1","3/8/2016","3/21/2016","-0.07299270072992702",""
"last2","3/8/2016","3/22/2016","-0.06934306569343061",""
"last3","10/13/2016","10/21/2016","-0.0684931506849315",""
"1","11/12/2015","3/7/2016","0.2983870967741934","2597 潤弘"
"2","11/30/2015","3/7/2016","0.29490616621983917",""
"3","11/11/2015","3/7/2016","0.2862849533954727",""
"last1","3/7/2016","11/4/2016","-0.2587991718426501",""
"last2","3/7/2016","11/2/2016","-0.2505175983436852",""
"last3","3/7/2016","11/3/2016","-0.2505175983436852",""
"1","11/6/2015","3/25/2016","0.572139303482587","2599 樂揚"
"2","11/18/2015","3/25/2016","0.5339805825242718",""
"3","11/17/2015","3/25/2016","0.5339805825242718",""
"last1","3/25/2016","7/19/2016","-0.2531645569620253",""
"last2","3/25/2016","7/25/2016","-0.2531645569620253",""
"last3","3/25/2016","7/27/2016","-0.2531645569620253",""
"1","12/15/2015","3/8/2016","0.21878715814506539","2601 益航"
"2","12/14/2015","3/8/2016","0.21878715814506539",""
"3","1/13/2016","3/8/2016","0.2173396674584323",""
"last1","11/6/2015","11/3/2016","-0.41030042918454934",""
"last2","11/6/2015","11/4/2016","-0.40944206008583695",""
"last3","11/9/2015","11/3/2016","-0.4077586206896551",""
"1","5/20/2016","9/9/2016","0.26818181818181813","2603 長榮"
"2","5/20/2016","9/5/2016","0.26818181818181813",""
"3","5/20/2016","9/8/2016","0.26363636363636367",""
"last1","11/6/2015","5/20/2016","-0.2439862542955327",""
"last2","11/6/2015","5/17/2016","-0.24054982817869414",""
"last3","11/9/2015","5/20/2016","-0.23875432525951554",""
"1","12/15/2015","3/8/2016","0.2763532763532762","2605 新興"
"2","11/30/2015","3/8/2016","0.27272727272727254",""
"3","12/14/2015","3/8/2016","0.2691218130311615",""
"last1","3/8/2016","11/4/2016","-0.21874999999999994",""
"last2","3/8/2016","9/20/2016","-0.21651785714285707",""
"last3","3/8/2016","9/21/2016","-0.21428571428571416",""
"1","1/14/2016","3/7/2016","0.2658227848101266","2606 裕民"
"2","1/14/2016","3/8/2016","0.26371308016877637",""
"3","1/15/2016","3/7/2016","0.26050420168067223",""
"last1","11/6/2015","11/3/2016","-0.4394736842105263",""
"last2","11/6/2015","11/4/2016","-0.4381578947368421",""
"last3","11/6/2015","8/31/2016","-0.4342105263157895",""
"1","1/22/2016","3/25/2016","0.08593749999999997","2607 榮運"
"2","1/22/2016","3/8/2016","0.08203124999999992",""
"3","1/27/2016","3/25/2016","0.0817120622568094",""
"last1","12/30/2015","5/19/2016","-0.10357142857142852",""
"last2","12/30/2015","10/14/2016","-0.10000000000000002",""
"last3","12/30/2015","10/17/2016","-0.10000000000000002",""
"1","1/21/2016","7/12/2016","0.21329639889196664","2608 大榮"
"2","1/21/2016","7/11/2016","0.21191135734072017",""
"3","1/22/2016","7/12/2016","0.2066115702479339",""
"last1","11/19/2015","1/21/2016","-0.09410288582183186",""
"last2","11/19/2015","1/22/2016","-0.08908406524466761",""
"last3","11/19/2015","1/20/2016","-0.08782936010037641",""
"1","12/14/2015","3/8/2016","0.2539893617021277","2609 陽明"
"2","12/15/2015","3/8/2016","0.24735449735449738",""
"3","1/15/2016","3/8/2016","0.23915900131406037",""
"last1","11/6/2015","10/17/2016","-0.3218274111675127",""
"last2","11/6/2015","10/18/2016","-0.31370558375634516",""
"last3","11/6/2015","10/19/2016","-0.31269035532994927",""
"1","12/8/2015","12/25/2015","0.1209302325581396","2610 華航"
"2","12/8/2015","12/31/2015","0.11627906976744186",""
"3","12/8/2015","12/28/2015","0.11627906976744186",""
"last1","12/25/2015","7/6/2016","-0.24315352697095446",""
"last2","12/28/2015","7/6/2016","-0.24000000000000007",""
"last3","12/31/2015","7/6/2016","-0.24000000000000007",""
"1","1/26/2016","3/18/2016","0.08630136986301369","2611 志信"
"2","1/15/2016","3/18/2016","0.08630136986301369",""
"3","1/27/2016","3/18/2016","0.08333333333333326",""
"last1","11/6/2015","10/17/2016","-0.16438356164383555",""
"last2","11/6/2015","10/18/2016","-0.16189290161892889",""
"last3","11/6/2015","10/13/2016","-0.15815691158156908",""
"1","12/14/2015","3/8/2016","0.5495978552278821","2612 中航"
"2","12/15/2015","3/8/2016","0.5372340425531914",""
"3","12/14/2015","3/9/2016","0.5335120643431638",""
"last1","3/8/2016","5/13/2016","-0.2664359861591695",""
"last2","3/8/2016","5/16/2016","-0.2629757785467127",""
"last3","3/8/2016","6/28/2016","-0.2595155709342561",""
"1","1/25/2016","8/30/2016","0.15702479338842978","2613 中櫃"
"2","1/25/2016","8/31/2016","0.14876033057851246",""
"3","1/20/2016","8/30/2016","0.14754098360655746",""
"last1","11/6/2015","1/25/2016","-0.15679442508710803",""
"last2","11/10/2015","1/25/2016","-0.1538461538461539",""
"last3","11/6/2015","1/20/2016","-0.14982578397212545",""
"1","5/16/2016","9/29/2016","0.8513800424628452","2614 東森"
"2","5/13/2016","9/29/2016","0.839662447257384",""
"3","5/18/2016","9/29/2016","0.7905544147843944",""
"last1","11/24/2015","5/16/2016","-0.40152477763659467",""
"last2","11/24/2015","5/13/2016","-0.397712833545108",""
"last3","11/10/2015","5/16/2016","-0.38831168831168833",""
"1","11/25/2015","3/8/2016","0.355263157894737","2615 萬海"
"2","11/25/2015","3/10/2016","0.3421052631578947",""
"3","11/25/2015","3/2/2016","0.33881578947368435",""
"last1","3/8/2016","8/30/2016","-0.2718446601941748",""
"last2","3/8/2016","11/3/2016","-0.2718446601941748",""
"last3","3/8/2016","11/4/2016","-0.2718446601941748",""
"1","1/20/2016","8/12/2016","0.15315315315315325","2616 山隆"
"2","1/20/2016","8/18/2016","0.15090090090090097",""
"3","1/20/2016","8/16/2016","0.15090090090090097",""
"last1","6/7/2016","7/26/2016","-0.05952380952380953",""
"last2","7/20/2016","7/26/2016","-0.05952380952380953",""
"last3","7/19/2016","7/26/2016","-0.057654075546719655",""
"1","12/11/2015","3/8/2016","0.390557939914163","2617 台航"
"2","12/11/2015","3/9/2016","0.38626609442060067",""
"3","12/10/2015","3/8/2016","0.38461538461538464",""
"last1","3/8/2016","11/4/2016","-0.2962962962962962",""
"last2","3/9/2016","11/4/2016","-0.29411764705882343",""
"last3","3/11/2016","11/4/2016","-0.29192546583850937",""
"1","5/19/2016","8/10/2016","0.1563636363636364","2618 長榮航"
"2","5/19/2016","8/9/2016","0.1527272727272727",""
"3","5/19/2016","8/8/2016","0.1527272727272727",""
"last1","11/9/2015","5/19/2016","-0.2948717948717949",""
"last2","11/10/2015","5/19/2016","-0.289405684754522",""
"last3","11/9/2015","5/18/2016","-0.28717948717948716",""
"1","12/9/2015","10/27/2016","5.088607594936709","2633 台灣高鐵"
"2","12/24/2015","10/27/2016","5.0732323232323235",""
"3","12/23/2015","10/27/2016","5.0732323232323235",""
"last1","10/27/2016","11/2/2016","-0.20790020790020788",""
"last2","10/27/2016","11/4/2016","-0.19542619542619538",""
"last3","10/27/2016","11/3/2016","-0.18503118503118499",""
"1","1/15/2016","6/4/2016","0.2412868632707775","2634 漢翔"
"2","1/15/2016","6/2/2016","0.2412868632707775",""
"3","1/14/2016","6/4/2016","0.23962516733601058",""
"last1","6/2/2016","11/3/2016","-0.16090712742980554",""
"last2","6/4/2016","11/3/2016","-0.16090712742980554",""
"last3","6/2/2016","11/4/2016","-0.1555075593952483",""
"1","1/15/2016","3/8/2016","0.10780669144981421","2636 台驊"
"2","1/12/2016","3/8/2016","0.10575139146567723",""
"3","1/14/2016","3/8/2016","0.10370370370370373",""
"last1","11/9/2015","11/4/2016","-0.39156626506024106",""
"last2","11/9/2015","10/18/2016","-0.38855421686746994",""
"last3","11/9/2015","10/19/2016","-0.38855421686746994",""
"1","1/22/2016","3/8/2016","0.08108108108108113","2637 慧洋-KY"
"2","1/25/2016","3/8/2016","0.07954545454545446",""
"3","1/21/2016","3/8/2016","0.07954545454545446",""
"last1","3/8/2016","11/4/2016","-0.2618421052631579",""
"last2","3/8/2016","11/3/2016","-0.26052631578947366",""
"last3","3/8/2016","11/2/2016","-0.2592105263157895",""
"1","1/26/2016","2/24/2016","0.21497120921305174","2640 大車隊"
"2","1/26/2016","3/1/2016","0.20921305182341648",""
"3","1/27/2016","2/24/2016","0.20571428571428566",""
"last1","11/6/2015","11/4/2016","-0.4508408796895213",""
"last2","11/6/2015","11/3/2016","-0.4443725743855109",""
"last3","11/9/2015","11/4/2016","-0.4392338177014531",""
"1","5/24/2016","10/28/2016","0.9068413391557496","2641 正德"
"2","5/24/2016","10/27/2016","0.9068413391557496",""
"3","5/24/2016","11/2/2016","0.8995633187772927",""
"last1","11/10/2015","5/24/2016","-0.2572972972972973",""
"last2","11/10/2015","5/26/2016","-0.254054054054054",""
"last3","11/10/2015","6/13/2016","-0.254054054054054",""
"1","5/16/2016","8/3/2016","0.19616204690831562","2642 宅配通"
"2","5/20/2016","8/3/2016","0.19361702127659577",""
"3","5/19/2016","8/3/2016","0.19108280254777069",""
"last1","11/6/2015","5/16/2016","-0.32808022922636104",""
"last2","11/6/2015","5/20/2016","-0.326647564469914",""
"last3","11/6/2015","5/9/2016","-0.325214899713467",""
"1","11/10/2015","11/27/2015","1.0149253731343284","2643 捷迅"
"2","11/9/2015","11/27/2015","1",""
"3","11/6/2015","11/27/2015","0.9664967225054625",""
"last1","11/27/2015","5/4/2016","-0.4361111111111111",""
"last2","11/27/2015","3/14/2016","-0.43425925925925923",""
"last3","11/27/2015","3/11/2016","-0.4324074074074074",""
"1","1/22/2016","2/3/2016","0.08303249097472927","2701 萬企"
"2","1/21/2016","2/3/2016","0.07913669064748198",""
"3","12/14/2015","2/3/2016","0.07913669064748198",""
"last1","2/3/2016","9/13/2016","-0.10666666666666665",""
"last2","2/3/2016","9/14/2016","-0.10666666666666665",""
"last3","2/3/2016","9/19/2016","-0.10666666666666665",""
"1","11/6/2015","3/11/2016","0.24390243902439038","2702 華園"
"2","11/6/2015","3/14/2016","0.24041811846689903",""
"3","11/6/2015","8/18/2016","0.23344947735191635",""
"last1","3/11/2016","5/13/2016","-0.1204481792717088",""
"last2","3/14/2016","5/13/2016","-0.11797752808988772",""
"last3","3/11/2016","5/20/2016","-0.11764705882352948",""
"1","5/12/2016","5/30/2016","0.08858267716535434","2704 國賓"
"2","5/12/2016","6/21/2016","0.08661417322834657",""
"3","5/12/2016","6/8/2016","0.08661417322834657",""
"last1","11/13/2015","10/12/2016","-0.16279069767441864",""
"last2","11/6/2015","10/12/2016","-0.16129032258064516",""
"last3","11/11/2015","10/12/2016","-0.16129032258064516",""
"1","11/30/2015","12/28/2015","0.13000000000000006","2705 六福"
"2","11/30/2015","12/25/2015","0.125",""
"3","12/15/2015","12/28/2015","0.12437810945273631",""
"last1","12/28/2015","11/4/2016","-0.2469026548672567",""
"last2","12/28/2015","9/6/2016","-0.24601769911504434",""
"last3","12/28/2015","11/2/2016","-0.24601769911504434",""
"1","1/21/2016","3/10/2016","0.04407713498622594","2706 第一店"
"2","1/21/2016","4/7/2016","0.04132231404958678",""
"3","1/21/2016","3/16/2016","0.04132231404958678",""
"last1","11/6/2015","11/4/2016","-0.18000000000000008",""
"last2","11/9/2015","11/4/2016","-0.17794486215538852",""
"last3","11/6/2015","11/3/2016","-0.17750000000000005",""
"1","6/15/2016","7/13/2016","0.05817174515235457","2707 晶華"
"2","6/15/2016","7/12/2016","0.05817174515235457",""
"3","6/15/2016","7/14/2016","0.055401662049861494",""
"last1","11/10/2015","11/4/2016","-0.2435344827586207",""
"last2","11/10/2015","10/24/2016","-0.2413793103448276",""
"last3","11/10/2015","10/27/2016","-0.2413793103448276",""
"1","11/18/2015","6/30/2016","0.19305856832971796","2712 遠雄來"
"2","11/18/2015","5/31/2016","0.1670281995661604",""
"3","12/18/2015","6/30/2016","0.1652542372881355",""
"last1","6/30/2016","9/1/2016","-0.1",""
"last2","6/30/2016","9/2/2016","-0.1",""
"last3","6/30/2016","9/10/2016","-0.09818181818181816",""
"1","1/15/2016","2/23/2016","0.1465798045602607","2718 晶悅"
"2","1/15/2016","1/22/2016","0.13192182410423456",""
"3","1/15/2016","1/21/2016","0.13192182410423456",""
"last1","11/12/2015","8/25/2016","-0.2815126050420169",""
"last2","11/13/2015","8/25/2016","-0.2815126050420169",""
"last3","11/16/2015","8/25/2016","-0.27949438202247195",""
"1","1/27/2016","4/15/2016","0.1499999999999999","2719 燦星旅"
"2","1/27/2016","4/12/2016","0.1468750000000001",""
"3","1/21/2016","4/15/2016","0.1464174454828659",""
"last1","11/6/2015","9/14/2016","-0.3177083333333333",""
"last2","11/9/2015","9/14/2016","-0.3177083333333333",""
"last3","11/6/2015","11/3/2016","-0.30729166666666663",""
"1","2/1/2016","3/9/2016","0.727857142857143","2720 和昇"
"2","2/1/2016","3/8/2016","0.6928571428571428",""
"3","2/1/2016","3/7/2016","0.6799999999999999",""
"last1","11/30/2015","10/5/2016","-0.675955698463737",""
"last2","12/1/2015","10/5/2016","-0.675955698463737",""
"last3","11/27/2015","10/5/2016","-0.6737410071942446",""
"1","11/19/2015","12/17/2015","0.3175182481751826","2721 楷捷-KY"
"2","11/18/2015","12/17/2015","0.2846975088967971",""
"3","6/8/2016","6/30/2016","0.27631578947368424",""
"last1","12/17/2015","11/1/2016","-0.45096952908587257",""
"last2","12/17/2015","11/4/2016","-0.45096952908587257",""
"last3","12/17/2015","10/28/2016","-0.44598337950138506",""
"1","5/30/2016","6/22/2016","0.07526881720430104","2722 夏都"
"2","5/30/2016","6/21/2016","0.07168458781362007",""
"3","6/24/2016","8/17/2016","0.07151664611590644",""
"last1","12/31/2015","6/24/2016","-0.12701829924650174",""
"last2","4/22/2016","6/24/2016","-0.12039045553145344",""
"last3","12/31/2015","6/27/2016","-0.11840688912809472",""
"1","11/6/2015","8/10/2016","0.7873417721518987","2723 美食-KY"
"2","11/9/2015","8/10/2016","0.7828282828282829",""
"3","2/25/2016","8/10/2016","0.7389162561576355",""
"last1","8/10/2016","11/3/2016","-0.22804532577903683",""
"last2","8/10/2016","10/17/2016","-0.2237960339943343",""
"last3","8/10/2016","11/4/2016","-0.22096317280453256",""
"1","2/24/2016","3/21/2016","0.22834645669291342","2724 富驛-KY"
"2","2/24/2016","3/18/2016","0.22440944881889777",""
"3","3/1/2016","3/21/2016","0.22352941176470587",""
"last1","11/9/2015","11/3/2016","-0.5741758241758241",""
"last2","11/9/2015","11/4/2016","-0.5697802197802198",""
"last3","11/9/2015","10/31/2016","-0.5604395604395604",""
"1","11/10/2015","9/1/2016","0.5353535353535354","2726 雅茗-KY"
"2","11/10/2015","8/18/2016","0.5313131313131313",""
"3","11/10/2015","8/17/2016","0.5313131313131313",""
"last1","9/1/2016","11/3/2016","-0.13947368421052625",""
"last2","9/1/2016","11/4/2016","-0.13947368421052625",""
"last3","8/17/2016","11/3/2016","-0.1372031662269128",""
"1","5/30/2016","8/3/2016","0.3440366972477064","2727 王品"
"2","5/30/2016","8/2/2016","0.3394495412844037",""
"3","5/30/2016","8/1/2016","0.3394495412844037",""
"last1","11/6/2015","5/30/2016","-0.40599455040871935",""
"last2","11/6/2015","5/9/2016","-0.3978201634877384",""
"last3","11/6/2015","5/16/2016","-0.39509536784741145",""
"1","1/14/2016","3/9/2016","0.1486810551558753","2729 瓦城"
"2","1/14/2016","3/11/2016","0.14628297362110312",""
"3","1/15/2016","3/9/2016","0.145933014354067",""
"last1","3/9/2016","11/3/2016","-0.14613778705636743",""
"last2","3/11/2016","11/3/2016","-0.14435146443514643",""
"last3","3/9/2016","11/4/2016","-0.1440501043841336",""
"1","12/14/2015","4/6/2016","0.4885993485342021","2730 美麗信"
"2","12/14/2015","4/7/2016","0.4820846905537459",""
"3","12/16/2015","4/6/2016","0.4741935483870968",""
"last1","4/6/2016","10/6/2016","-0.34573304157549234",""
"last2","4/6/2016","10/17/2016","-0.34463894967177244",""
"last3","4/6/2016","10/7/2016","-0.34354485776805255",""
"1","1/26/2016","3/8/2016","0.2620320855614973","2731 雄獅"
"2","1/27/2016","3/8/2016","0.2553191489361702",""
"3","1/26/2016","3/14/2016","0.22994652406417113",""
"last1","11/10/2015","9/20/2016","-0.4311594202898551",""
"last2","11/6/2015","9/20/2016","-0.4290909090909091",""
"last3","11/10/2015","10/14/2016","-0.42898550724637685",""
"1","1/14/2016","7/15/2016","0.2824536376604852","2732 六角"
"2","1/14/2016","3/16/2016","0.2710413694721826",""
"3","1/14/2016","3/15/2016","0.2667617689015693",""
"last1","11/6/2015","1/14/2016","-0.22111111111111117",""
"last2","11/10/2015","1/14/2016","-0.2132435465768799",""
"last3","11/26/2015","1/14/2016","-0.2123595505617978",""
"1","7/28/2016","8/18/2016","0.2137931034482758","2733 維格"
"2","7/28/2016","8/17/2016","0.20689655172413793",""
"3","7/28/2016","8/19/2016","0.19770114942528738",""
"last1","11/6/2015","7/28/2016","-0.38289119023975027",""
"last2","12/24/2015","7/28/2016","-0.3695652173913043",""
"last3","12/25/2015","7/28/2016","-0.3695652173913043",""
"1","6/29/2016","9/21/2016","0.308139534883721","2734 易飛網"
"2","6/28/2016","9/21/2016","0.308139534883721",""
"3","6/27/2016","9/21/2016","0.2968299711815561",""
"last1","11/9/2015","6/28/2016","-0.41296928327645055",""
"last2","11/9/2015","6/29/2016","-0.41296928327645055",""
"last3","11/6/2015","6/28/2016","-0.4099485420240137",""
"1","10/24/2016","11/3/2016","0.24878048780487813","2736 高野"
"2","10/24/2016","10/27/2016","0.24390243902439024",""
"3","10/21/2016","11/3/2016","0.23970944309927375",""
"last1","12/15/2015","10/24/2016","-0.6555200806587128",""
"last2","12/23/2015","10/24/2016","-0.6534234995773457",""
"last3","12/24/2015","10/24/2016","-0.6531302876480541",""
"1","1/8/2016","8/8/2016","0.27074235807860275","2738 MHG-KY"
"2","1/7/2016","8/8/2016","0.27074235807860275",""
"3","1/6/2016","8/8/2016","0.27074235807860275",""
"last1","8/8/2016","11/4/2016","-0.24914089347079035",""
"last2","3/28/2016","11/4/2016","-0.24498963372494814",""
"last3","8/8/2016","10/27/2016","-0.2439862542955327",""
"1","11/17/2015","12/28/2015","0.3260233918128655","2739 寒舍"
"2","11/18/2015","12/28/2015","0.3172199170124481",""
"3","11/17/2015","12/29/2015","0.31558061821219713",""
"last1","12/28/2015","11/3/2016","-0.4959836194676327",""
"last2","12/28/2015","11/4/2016","-0.4959836194676327",""
"last3","12/28/2015","10/18/2016","-0.4951960938730509",""
"1","11/6/2015","12/18/2015","0.2611464968152866","2740 天蔥"
"2","11/9/2015","12/18/2015","0.24528301886792453",""
"3","11/10/2015","12/18/2015","0.23765470683835488",""
"last1","12/18/2015","11/4/2016","-0.6974747474747475",""
"last2","12/18/2015","10/31/2016","-0.6924242424242424",""
"last3","12/18/2015","11/1/2016","-0.6924242424242424",""
"1","11/6/2015","3/31/2016","0.1910526315789473","2741 老四川"
"2","11/6/2015","3/30/2016","0.1910526315789473",""
"3","11/6/2015","3/18/2016","0.18881578947368413",""
"last1","3/30/2016","6/16/2016","-0.19354838709677416",""
"last2","3/31/2016","6/16/2016","-0.19354838709677416",""
"last3","3/30/2016","6/17/2016","-0.19354838709677416",""
"1","1/28/2016","3/30/2016","0.3507625272331155","2743 山富"
"2","1/27/2016","3/30/2016","0.34782608695652173",""
"3","1/29/2016","3/30/2016","0.3472403302911777",""
"last1","11/25/2015","10/7/2016","-0.603954802259887",""
"last2","11/25/2015","10/11/2016","-0.603954802259887",""
"last3","11/25/2015","11/2/2016","-0.6014124293785311",""
"1","3/15/2016","3/21/2016","0.17056856187290975","2745 五福"
"2","3/15/2016","3/18/2016","0.1613712374581941",""
"3","3/16/2016","3/21/2016","0.14754098360655737",""
"last1","11/6/2015","10/18/2016","-0.6942307692307692",""
"last2","11/11/2015","10/18/2016","-0.6942307692307692",""
"last3","12/9/2015","10/18/2016","-0.6942307692307692",""
"1","11/23/2015","12/24/2015","0.14328358208955216","2748 雲品"
"2","11/20/2015","12/24/2015","0.14328358208955216",""
"3","11/23/2015","12/23/2015","0.14328358208955216",""
"last1","12/23/2015","6/28/2016","-0.20039164490861613",""
"last2","12/24/2015","6/28/2016","-0.20039164490861613",""
"last3","12/21/2015","6/28/2016","-0.19407894736842105",""
"1","6/6/2016","11/4/2016","null","2749 欣恆美"
"2","6/4/2016","11/4/2016","null",""
"3","6/3/2016","11/4/2016","null",""
"last1","6/7/2016","10/12/2016","-0.7007692307692307",""
"last2","6/7/2016","10/11/2016","-0.7",""
"last3","6/17/2016","10/12/2016","-0.6976057213930348",""
"1","1/21/2016","8/9/2016","0.1599999999999999","2801 彰銀"
"2","1/21/2016","8/8/2016","0.15333333333333338",""
"3","1/22/2016","8/9/2016","0.15231788079470193",""
"last1","11/6/2015","1/21/2016","-0.11764705882352941",""
"last2","11/6/2015","1/18/2016","-0.11176470588235296",""
"last3","11/6/2015","1/19/2016","-0.11176470588235296",""
"1","1/27/2016","9/6/2016","0.40404040404040403","2809 京城銀"
"2","1/27/2016","9/7/2016","0.4015151515151515",""
"3","1/27/2016","9/5/2016","0.4015151515151515",""
"last1","11/6/2015","1/27/2016","-0.23106796116504852",""
"last2","11/6/2015","1/26/2016","-0.22524271844660196",""
"last3","11/6/2015","5/17/2016","-0.22330097087378642",""
"1","1/22/2016","8/15/2016","0.0970319634703196","2812 台中銀"
"2","1/21/2016","8/15/2016","0.0970319634703196",""
"3","1/22/2016","8/16/2016","0.0947488584474886",""
"last1","11/9/2015","1/21/2016","-0.1151515151515152",""
"last2","11/19/2015","1/21/2016","-0.1151515151515152",""
"last3","11/20/2015","1/21/2016","-0.1151515151515152",""
"1","6/28/2016","8/30/2016","0.1379310344827586","2816 旺旺保"
"2","1/20/2016","3/8/2016","0.13768115942028974",""
"3","1/20/2016","3/10/2016","0.1340579710144927",""
"last1","11/6/2015","6/28/2016","-0.372972972972973",""
"last2","11/6/2015","10/25/2016","-0.37027027027027026",""
"last3","11/6/2015","11/4/2016","-0.37027027027027026",""
"1","11/30/2015","10/21/2016","0.1327433628318584","2820 華票"
"2","1/28/2016","10/21/2016","0.12775330396475781",""
"3","1/26/2016","10/21/2016","0.12775330396475781",""
"last1","6/20/2016","6/29/2016","-0.043650793650793565",""
"last2","6/20/2016","7/7/2016","-0.043650793650793565",""
"last3","6/17/2016","6/29/2016","-0.0398406374501992",""
"1","2/15/2016","9/23/2016","0.32207207207207217","2823 中壽"
"2","2/15/2016","9/21/2016","0.32207207207207217",""
"3","2/15/2016","9/29/2016","0.3198198198198199",""
"last1","11/9/2015","2/15/2016","-0.18681318681318687",""
"last2","12/3/2015","2/15/2016","-0.18681318681318687",""
"last3","11/26/2015","2/15/2016","-0.18232044198895025",""
"1","1/21/2016","3/25/2016","0.06666666666666674","2832 台產"
"2","1/21/2016","3/14/2016","0.06666666666666674",""
"3","1/21/2016","3/28/2016","0.06172839506172839",""
"last1","11/13/2015","11/3/2016","-0.17342342342342335",""
"last2","11/6/2015","11/3/2016","-0.17155756207674933",""
"last3","11/9/2015","11/3/2016","-0.17155756207674933",""
"1","1/21/2016","4/18/2016","0.14550264550264558","2834 臺企銀"
"2","1/22/2016","4/18/2016","0.1394736842105264",""
"3","1/21/2016","4/15/2016","0.13888888888888887",""
"last1","11/6/2015","1/21/2016","-0.10532544378698222",""
"last2","11/6/2015","1/22/2016","-0.10059171597633133",""
"last3","11/9/2015","1/21/2016","-0.09785202863961827",""
"1","1/27/2016","8/17/2016","0.11961722488038279","2836 高雄銀"
"2","1/27/2016","8/15/2016","0.11961722488038279",""
"3","1/27/2016","8/18/2016","0.11722488038277518",""
"last1","1/18/2016","1/27/2016","-0.08433734939759051",""
"last2","1/18/2016","2/15/2016","-0.07667031763417316",""
"last3","1/18/2016","1/28/2016","-0.07557502738225644",""
"1","1/21/2016","3/7/2016","0.0779661016949152","2838 聯邦銀"
"2","1/22/2016","3/7/2016","0.07674943566591419",""
"3","1/21/2016","3/14/2016","0.0745762711864407",""
"last1","11/6/2015","7/11/2016","-0.12870275791624106",""
"last2","11/6/2015","7/12/2016","-0.12870275791624106",""
"last3","11/6/2015","5/16/2016","-0.12768130745658837",""
"1","1/20/2016","2/22/2016","0.253731343283582","2841 台開"
"2","1/22/2016","2/22/2016","0.24752475247524752",""
"3","1/21/2016","2/22/2016","0.24752475247524752",""
"last1","2/22/2016","11/3/2016","-0.2246031746031746",""
"last2","2/22/2016","11/4/2016","-0.2246031746031746",""
"last3","2/22/2016","11/2/2016","-0.22142857142857136",""
"1","1/22/2016","3/16/2016","0.09731543624161086","2845 遠東銀"
"2","1/22/2016","3/23/2016","0.09619686800894868",""
"3","1/22/2016","3/21/2016","0.09619686800894868",""
"last1","11/6/2015","10/17/2016","-0.12079207920792068",""
"last2","11/9/2015","10/17/2016","-0.12079207920792068",""
"last3","11/6/2015","10/18/2016","-0.11980198019801971",""
"1","11/18/2015","12/17/2015","0.31511254019292595","2849 安泰銀"
"2","11/16/2015","12/17/2015","0.31511254019292595",""
"3","11/13/2015","12/17/2015","0.31511254019292595",""
"last1","12/17/2015","11/2/2016","-0.4180929095354523",""
"last2","12/17/2015","11/3/2016","-0.4180929095354523",""
"last3","12/17/2015","11/4/2016","-0.4156479217603912",""
"1","1/21/2016","7/13/2016","0.12413793103448273","2850 新產"
"2","1/21/2016","7/12/2016","0.12183908045977004",""
"3","2/15/2016","7/13/2016","0.12155963302752287",""
"last1","11/13/2015","1/21/2016","-0.11224489795918367",""
"last2","11/13/2015","1/22/2016","-0.11020408163265304",""
"last3","11/13/2015","2/15/2016","-0.11020408163265304",""
"1","1/15/2016","3/14/2016","0.08833922261484099","2851 中再保"
"2","1/22/2016","3/14/2016","0.08450704225352121",""
"3","1/20/2016","3/14/2016","0.08450704225352121",""
"last1","3/14/2016","6/27/2016","-0.11688311688311692",""
"last2","3/14/2016","6/28/2016","-0.11688311688311692",""
"last3","11/6/2015","6/27/2016","-0.11400651465798047",""
"1","2/17/2016","3/23/2016","0.1314553990610329","2852 第一保"
"2","2/17/2016","7/15/2016","0.12676056338028166",""
"3","2/17/2016","4/15/2016","0.12676056338028166",""
"last1","11/6/2015","2/17/2016","-0.2022471910112359",""
"last2","11/9/2015","2/17/2016","-0.1992481203007519",""
"last3","11/10/2015","2/17/2016","-0.1992481203007519",""
"1","1/21/2016","3/25/2016","0.2212765957446808","2855 統一證"
"2","1/26/2016","3/25/2016","0.21610169491525413",""
"3","1/27/2016","3/25/2016","0.2109704641350211",""
"last1","11/17/2015","10/24/2016","-0.30128205128205127",""
"last2","11/17/2015","11/3/2016","-0.30128205128205127",""
"last3","11/17/2015","10/17/2016","-0.29807692307692313",""
"1","1/27/2016","3/21/2016","0.094736842105263","2856 元富證"
"2","1/28/2016","3/21/2016","0.09218203033838963",""
"3","5/13/2016","8/1/2016","0.09155766944114145",""
"last1","11/12/2015","10/21/2016","-0.16596638655462176",""
"last2","11/12/2015","11/4/2016","-0.16491596638655456",""
"last3","11/11/2015","10/21/2016","-0.16421052631578945",""
"1","6/17/2016","8/12/2016","0.1363636363636363","2867 三商壽"
"2","6/17/2016","8/15/2016","0.13286713286713275",""
"3","6/17/2016","8/9/2016","0.13286713286713275",""
"last1","11/9/2015","6/17/2016","-0.2777777777777778",""
"last2","11/9/2015","6/28/2016","-0.2752525252525253",""
